dateTimeAus,tideCategory,tideCategoryHeight
2023-10-16 19:16:00,Rising,
2023-10-16 22:16:00,High,1.49
2023-10-17 01:10:00,Falling,
2023-10-17 04:04:00,Low,0.46
2023-10-17 07:19:30,Rising,
2023-10-17 10:35:00,High,1.77
2023-10-17 13:47:00,Falling,
2023-10-17 16:59:00,Low,0.43
2023-10-17 19:58:30,Rising,
2023-10-17 22:58:00,High,1.42
2023-10-18 01:47:30,Falling,
2023-10-18 04:37:00,Low,0.52
2023-10-18 07:55:00,Rising,
2023-10-18 11:13:00,High,1.77
2023-10-18 14:29:00,Falling,
2023-10-18 17:45:00,Low,0.45
2023-10-18 20:44:30,Rising,
2023-10-18 23:44:00,High,1.34
2023-10-19 02:29:30,Falling,
2023-10-19 05:15:00,Low,0.59
2023-10-19 08:34:30,Rising,
2023-10-19 11:54:00,High,1.75
2023-10-19 15:16:00,Falling,
2023-10-19 18:38:00,Low,0.49
2023-10-19 21:37:00,Rising,
2023-10-20 00:36:00,High,1.26
2023-10-20 03:18:00,Falling,
2023-10-20 06:00:00,Low,0.66
2023-10-20 09:21:00,Rising,
2023-10-20 12:42:00,High,1.7
2023-10-20 16:10:30,Falling,
2023-10-20 19:39:00,Low,0.52
2023-10-20 22:39:00,Rising,
2023-10-21 01:39:00,High,1.21
2023-10-21 04:18:30,Falling,
2023-10-21 06:58:00,Low,0.73
2023-10-21 10:19:30,Rising,
2023-10-21 13:41:00,High,1.66
2023-10-21 17:15:30,Falling,
2023-10-21 20:50:00,Low,0.53
2023-10-21 23:53:00,Rising,
2023-10-22 02:56:00,High,1.19
2023-10-22 05:33:30,Falling,
2023-10-22 08:11:00,Low,0.77
2023-10-22 11:31:30,Rising,
2023-10-22 14:52:00,High,1.63
2023-10-22 18:27:30,Falling,
2023-10-22 22:03:00,Low,0.49
2023-10-23 01:09:30,Rising,
2023-10-23 04:16:00,High,1.24
2023-10-23 06:54:30,Falling,
2023-10-23 09:33:00,Low,0.75
2023-10-23 12:51:00,Rising,
2023-10-23 16:09:00,High,1.65
2023-10-23 19:38:00,Falling,
2023-10-23 23:07:00,Low,0.42
2023-10-24 02:14:30,Rising,
2023-10-24 05:22:00,High,1.34
2023-10-24 08:06:00,Falling,
2023-10-24 10:50:00,Low,0.68
2023-10-24 14:04:00,Rising,
2023-10-24 17:18:00,High,1.7
2023-10-24 20:39:00,Falling,
2023-10-25 00:00:00,Low,0.35
2023-10-25 03:08:00,Rising,
2023-10-25 06:16:00,High,1.47
2023-10-25 09:07:00,Falling,
2023-10-25 11:58:00,Low,0.58
2023-10-25 15:07:30,Rising,
2023-10-25 18:17:00,High,1.75
2023-10-25 21:32:30,Falling,
2023-10-26 00:48:00,Low,0.28
2023-10-26 03:56:00,Rising,
2023-10-26 07:04:00,High,1.61
2023-10-26 10:01:00,Falling,
2023-10-26 12:58:00,Low,0.47
2023-10-26 16:04:30,Rising,
2023-10-26 19:11:00,High,1.76
2023-10-26 22:20:30,Falling,
2023-10-27 01:30:00,Low,0.25
2023-10-27 04:40:00,Rising,
2023-10-27 07:50:00,High,1.73
2023-10-27 10:52:00,Falling,
2023-10-27 13:54:00,Low,0.38
2023-10-27 16:57:30,Rising,
2023-10-27 20:01:00,High,1.73
2023-10-27 23:06:00,Falling,
2023-10-28 02:11:00,Low,0.25
2023-10-28 05:22:30,Rising,
2023-10-28 08:34:00,High,1.84
2023-10-28 11:40:00,Falling,
2023-10-28 14:46:00,Low,0.32
2023-10-28 17:48:30,Rising,
2023-10-28 20:51:00,High,1.66
2023-10-28 23:50:30,Falling,
2023-10-29 02:50:00,Low,0.29
2023-10-29 06:03:30,Rising,
2023-10-29 09:17:00,High,1.9
2023-10-29 12:27:30,Falling,
2023-10-29 15:38:00,Low,0.29
2023-10-29 18:39:00,Rising,
2023-10-29 21:40:00,High,1.57
2023-10-30 00:34:30,Falling,
2023-10-30 03:29:00,Low,0.37
2023-10-30 06:44:30,Rising,
2023-10-30 10:00:00,High,1.93
2023-10-30 13:14:30,Falling,
2023-10-30 16:29:00,Low,0.3
2023-10-30 19:29:30,Rising,
2023-10-30 22:30:00,High,1.46
2023-10-31 01:18:30,Falling,
2023-10-31 04:07:00,Low,0.46
2023-10-31 07:24:30,Rising,
2023-10-31 10:42:00,High,1.92
2023-10-31 14:00:30,Falling,
2023-10-31 17:19:00,Low,0.35
2023-10-31 20:18:30,Rising,
2023-10-31 23:18:00,High,1.35
2023-11-01 02:01:30,Falling,
2023-11-01 04:45:00,Low,0.57
2023-11-01 08:04:00,Rising,
2023-11-01 11:23:00,High,1.86
2023-11-01 14:46:00,Falling,
2023-11-01 18:09:00,Low,0.41
2023-11-01 21:08:30,Rising,
2023-11-02 00:08:00,High,1.26
2023-11-02 02:47:00,Falling,
2023-11-02 05:26:00,Low,0.67
2023-11-02 08:45:30,Rising,
2023-11-02 12:05:00,High,1.77
2023-11-02 15:32:30,Falling,
2023-11-02 19:00:00,Low,0.49
2023-11-02 22:00:00,Rising,
2023-11-03 01:00:00,High,1.2
2023-11-03 03:35:00,Falling,
2023-11-03 06:10:00,Low,0.75
2023-11-03 09:29:30,Rising,
2023-11-03 12:49:00,High,1.67
2023-11-03 16:22:00,Falling,
2023-11-03 19:55:00,Low,0.56
2023-11-03 22:57:00,Rising,
2023-11-04 01:59:00,High,1.16
2023-11-04 04:30:30,Falling,
2023-11-04 07:02:00,Low,0.82
2023-11-04 10:20:30,Rising,
2023-11-04 13:39:00,High,1.58
2023-11-04 17:16:00,Falling,
2023-11-04 20:53:00,Low,0.6
2023-11-04 23:59:00,Rising,
2023-11-05 03:05:00,High,1.16
2023-11-05 05:36:30,Falling,
2023-11-05 08:08:00,Low,0.87
2023-11-05 11:22:30,Rising,
2023-11-05 14:37:00,High,1.5
2023-11-05 18:14:00,Falling,
2023-11-05 21:51:00,Low,0.62
2023-11-06 01:03:00,Rising,
2023-11-06 04:15:00,High,1.2
2023-11-06 06:49:00,Falling,
2023-11-06 09:23:00,Low,0.87
2023-11-06 12:33:30,Rising,
2023-11-06 15:44:00,High,1.46
2023-11-06 19:14:30,Falling,
2023-11-06 22:45:00,Low,0.6
2023-11-07 01:59:00,Rising,
2023-11-07 05:13:00,High,1.27
2023-11-07 07:54:30,Falling,
2023-11-07 10:36:00,Low,0.84
2023-11-07 13:42:00,Rising,
2023-11-07 16:48:00,High,1.45
2023-11-07 20:10:00,Falling,
2023-11-07 23:32:00,Low,0.56
2023-11-08 02:46:00,Rising,
2023-11-08 06:00:00,High,1.36
2023-11-08 08:49:30,Falling,
2023-11-08 11:39:00,Low,0.77
2023-11-08 14:41:30,Rising,
2023-11-08 17:44:00,High,1.47
2023-11-08 20:58:30,Falling,
2023-11-09 00:13:00,Low,0.52
2023-11-09 03:26:00,Rising,
2023-11-09 06:39:00,High,1.45
2023-11-09 09:35:30,Falling,
2023-11-09 12:32:00,Low,0.7
2023-11-09 15:31:00,Rising,
2023-11-09 18:30:00,High,1.48
2023-11-09 21:39:00,Falling,
2023-11-10 00:48:00,Low,0.49
2023-11-10 04:01:30,Rising,
2023-11-10 07:15:00,High,1.55
2023-11-10 10:17:00,Falling,
2023-11-10 13:19:00,Low,0.62
2023-11-10 16:16:30,Rising,
2023-11-10 19:14:00,High,1.49
2023-11-10 22:17:00,Falling,
2023-11-11 01:20:00,Low,0.46
2023-11-11 04:33:30,Rising,
2023-11-11 07:47:00,High,1.64
2023-11-11 10:54:00,Falling,
2023-11-11 14:01:00,Low,0.54
2023-11-11 16:57:30,Rising,
2023-11-11 19:54:00,High,1.48
2023-11-11 22:52:00,Falling,
2023-11-12 01:50:00,Low,0.45
2023-11-12 05:05:30,Rising,
2023-11-12 08:21:00,High,1.73
2023-11-12 11:31:30,Falling,
2023-11-12 14:42:00,Low,0.47
2023-11-12 17:38:00,Rising,
2023-11-12 20:34:00,High,1.47
2023-11-12 23:27:30,Falling,
2023-11-13 02:21:00,Low,0.46
2023-11-13 05:38:00,Rising,
2023-11-13 08:55:00,High,1.81
2023-11-13 12:08:30,Falling,
2023-11-13 15:22:00,Low,0.41
2023-11-13 18:19:00,Rising,
2023-11-13 21:16:00,High,1.44
2023-11-14 00:05:30,Falling,
2023-11-14 02:55:00,Low,0.48
2023-11-14 06:13:00,Rising,
2023-11-14 09:31:00,High,1.86
2023-11-14 12:48:00,Falling,
2023-11-14 16:05:00,Low,0.38
2023-11-14 19:03:00,Rising,
2023-11-14 22:01:00,High,1.41
2023-11-15 00:46:30,Falling,
2023-11-15 03:32:00,Low,0.52
2023-11-15 06:51:00,Rising,
2023-11-15 10:10:00,High,1.89
2023-11-15 13:30:00,Falling,
2023-11-15 16:50:00,Low,0.36
2023-11-15 19:49:00,Rising,
2023-11-15 22:48:00,High,1.36
2023-11-15 23:24:00,Falling,
2023-11-16 00:00:00,Low,0.57
2023-11-16 05:26:30,Rising,
2023-11-16 10:53:00,High,1.89
2023-11-16 14:16:00,Falling,
2023-11-16 17:39:00,Low,0.37
2023-11-16 20:39:30,Rising,
2023-11-16 23:40:00,High,1.32
2023-11-16 23:50:00,Falling,
2023-11-17 00:00:00,Low,0.62
2023-11-17 05:49:30,Rising,
2023-11-17 11:39:00,High,1.86
2023-11-17 15:05:30,Falling,
2023-11-17 18:32:00,Low,0.39
2023-11-17 21:16:00,Rising,
2023-11-18 00:00:00,High,1.29
2023-11-18 02:56:30,Falling,
2023-11-18 05:53:00,Low,0.68
2023-11-18 09:11:30,Rising,
2023-11-18 12:30:00,High,1.81
2023-11-18 16:00:00,Falling,
2023-11-18 19:30:00,Low,0.42
2023-11-18 21:45:00,Rising,
2023-11-19 00:00:00,High,1.27
2023-11-19 03:28:00,Falling,
2023-11-19 06:56:00,Low,0.72
2023-11-19 10:12:30,Rising,
2023-11-19 13:29:00,High,1.75
2023-11-19 17:01:00,Falling,
2023-11-19 20:33:00,Low,0.43
2023-11-19 22:16:30,Rising,
2023-11-20 00:00:00,High,1.29
2023-11-20 04:02:30,Falling,
2023-11-20 08:05:00,Low,0.75
2023-11-20 11:19:30,Rising,
2023-11-20 14:34:00,High,1.69
2023-11-20 18:05:00,Falling,
2023-11-20 21:36:00,Low,0.42
2023-11-20 22:48:00,Rising,
2023-11-21 00:00:00,High,1.35
2023-11-21 04:40:30,Falling,
2023-11-21 09:21:00,Low,0.74
2023-11-21 12:33:00,Rising,
2023-11-21 15:45:00,High,1.65
2023-11-21 19:09:00,Falling,
2023-11-21 22:33:00,Low,0.4
2023-11-21 23:16:30,Rising,
2023-11-22 00:00:00,High,1.45
2023-11-22 05:18:00,Falling,
2023-11-22 10:36:00,Low,0.69
2023-11-22 13:44:00,Rising,
2023-11-22 16:52:00,High,1.62
2023-11-22 20:08:30,Falling,
2023-11-22 23:25:00,Low,0.38
2023-11-22 23:42:30,Rising,
2023-11-23 00:00:00,High,1.58
2023-11-23 05:53:30,Falling,
2023-11-23 11:47:00,Low,0.61
2023-11-23 14:50:00,Rising,
2023-11-23 17:53:00,High,1.59
2023-11-23 20:56:30,Falling,
2023-11-24 00:00:00,Low,0.36
2023-11-24 03:19:30,Rising,
2023-11-24 06:39:00,High,1.7
2023-11-24 09:45:00,Falling,
2023-11-24 12:51:00,Low,0.52
2023-11-24 15:50:30,Rising,
2023-11-24 18:50:00,High,1.55
2023-11-24 21:25:00,Falling,
2023-11-25 00:00:00,Low,0.37
2023-11-25 03:43:00,Rising,
2023-11-25 07:26:00,High,1.81
2023-11-25 10:37:30,Falling,
2023-11-25 13:49:00,Low,0.44
2023-11-25 16:46:30,Rising,
2023-11-25 19:44:00,High,1.5
2023-11-25 21:52:00,Falling,
2023-11-26 00:00:00,Low,0.4
2023-11-26 04:05:00,Rising,
2023-11-26 08:10:00,High,1.9
2023-11-26 11:26:30,Falling,
2023-11-26 14:43:00,Low,0.38
2023-11-26 17:39:30,Rising,
2023-11-26 20:36:00,High,1.44
2023-11-26 22:18:00,Falling,
2023-11-27 00:00:00,Low,0.45
2023-11-27 04:26:30,Rising,
2023-11-27 08:53:00,High,1.94
2023-11-27 12:12:30,Falling,
2023-11-27 15:32:00,Low,0.34
2023-11-27 18:29:30,Rising,
2023-11-27 21:27:00,High,1.39
2023-11-27 22:43:30,Falling,
2023-11-28 00:00:00,Low,0.51
2023-11-28 04:47:30,Rising,
2023-11-28 09:35:00,High,1.95
2023-11-28 12:56:30,Falling,
2023-11-28 16:18:00,Low,0.34
2023-11-28 19:16:30,Rising,
2023-11-28 22:15:00,High,1.34
2023-11-28 23:07:30,Falling,
2023-11-29 00:00:00,Low,0.57
2023-11-29 05:07:30,Rising,
2023-11-29 10:15:00,High,1.93
2023-11-29 13:39:00,Falling,
2023-11-29 17:03:00,Low,0.36
2023-11-29 20:02:30,Rising,
2023-11-29 23:02:00,High,1.3
2023-11-29 23:31:00,Falling,
2023-11-30 00:00:00,Low,0.64
2023-11-30 05:28:00,Rising,
2023-11-30 10:56:00,High,1.87
2023-11-30 14:21:00,Falling,
2023-11-30 17:46:00,Low,0.41
2023-11-30 20:47:00,Rising,
2023-11-30 23:48:00,High,1.26
2023-12-01 02:23:00,Falling,
2023-12-01 04:58:00,Low,0.7
2023-12-01 08:17:00,Rising,
2023-12-01 11:36:00,High,1.8
2023-12-01 15:03:00,Falling,
2023-12-01 18:30:00,Low,0.47
2023-12-01 21:31:30,Rising,
2023-12-02 00:33:00,High,1.24
2023-12-02 03:07:30,Falling,
2023-12-02 05:42:00,Low,0.75
2023-12-02 08:59:00,Rising,
2023-12-02 12:16:00,High,1.71
2023-12-02 15:45:00,Falling,
2023-12-02 19:14:00,Low,0.52
2023-12-02 22:17:30,Rising,
2023-12-03 01:21:00,High,1.22
2023-12-03 03:55:30,Falling,
2023-12-03 06:30:00,Low,0.8
2023-12-03 09:45:00,Rising,
2023-12-03 13:00:00,High,1.63
2023-12-03 16:30:00,Falling,
2023-12-03 20:00:00,Low,0.56
2023-12-03 23:07:30,Rising,
2023-12-04 02:15:00,High,1.23
2023-12-04 04:51:00,Falling,
2023-12-04 07:27:00,Low,0.84
2023-12-04 10:37:00,Rising,
2023-12-04 13:47:00,High,1.55
2023-12-04 17:18:00,Falling,
2023-12-04 20:49:00,Low,0.58
2023-12-05 00:00:30,Rising,
2023-12-05 03:12:00,High,1.25
2023-12-05 05:51:30,Falling,
2023-12-05 08:31:00,Low,0.86
2023-12-05 11:36:30,Rising,
2023-12-05 14:42:00,High,1.47
2023-12-05 18:10:30,Falling,
2023-12-05 21:39:00,Low,0.59
2023-12-06 00:54:30,Rising,
2023-12-06 04:10:00,High,1.31
2023-12-06 06:56:00,Falling,
2023-12-06 09:42:00,Low,0.86
2023-12-06 12:42:00,Rising,
2023-12-06 15:42:00,High,1.42
2023-12-06 19:04:30,Falling,
2023-12-06 22:27:00,Low,0.58
2023-12-07 01:44:30,Rising,
2023-12-07 05:02:00,High,1.39
2023-12-07 07:57:00,Falling,
2023-12-07 10:52:00,Low,0.82
2023-12-07 13:48:00,Rising,
2023-12-07 16:44:00,High,1.38
2023-12-07 19:57:00,Falling,
2023-12-07 23:10:00,Low,0.56
2023-12-08 02:29:00,Rising,
2023-12-08 05:48:00,High,1.49
2023-12-08 08:52:00,Falling,
2023-12-08 11:56:00,Low,0.76
2023-12-08 14:48:30,Rising,
2023-12-08 17:41:00,High,1.36
2023-12-08 20:45:30,Falling,
2023-12-08 23:50:00,Low,0.55
2023-12-09 03:10:00,Rising,
2023-12-09 06:30:00,High,1.59
2023-12-09 09:40:30,Falling,
2023-12-09 12:51:00,Low,0.67
2023-12-09 15:42:00,Rising,
2023-12-09 18:33:00,High,1.36
2023-12-09 21:31:00,Falling,
2023-12-10 00:29:00,Low,0.54
2023-12-10 03:48:30,Rising,
2023-12-10 07:08:00,High,1.69
2023-12-10 10:24:00,Falling,
2023-12-10 13:40:00,Low,0.57
2023-12-10 16:31:30,Rising,
2023-12-10 19:23:00,High,1.35
2023-12-10 22:14:30,Falling,
2023-12-11 01:06:00,Low,0.53
2023-12-11 04:26:00,Rising,
2023-12-11 07:46:00,High,1.79
2023-12-11 11:05:30,Falling,
2023-12-11 14:25:00,Low,0.48
2023-12-11 17:18:30,Rising,
2023-12-11 20:12:00,High,1.36
2023-12-11 22:58:30,Falling,
2023-12-12 01:45:00,Low,0.53
2023-12-12 05:06:00,Rising,
2023-12-12 08:27:00,High,1.88
2023-12-12 11:48:00,Falling,
2023-12-12 15:09:00,Low,0.39
2023-12-12 18:04:30,Rising,
2023-12-12 21:00:00,High,1.36
2023-12-12 23:43:30,Falling,
2023-12-13 02:27:00,Low,0.53
2023-12-13 05:48:00,Rising,
2023-12-13 09:09:00,High,1.94
2023-12-13 12:31:30,Falling,
2023-12-13 15:54:00,Low,0.33
2023-12-13 18:52:00,Rising,
2023-12-13 21:50:00,High,1.37
2023-12-14 00:31:00,Falling,
2023-12-14 03:12:00,Low,0.54
2023-12-14 06:33:00,Rising,
2023-12-14 09:54:00,High,1.98
2023-12-14 13:17:30,Falling,
2023-12-14 16:41:00,Low,0.29
2023-12-14 19:41:00,Rising,
2023-12-14 22:41:00,High,1.37
2023-12-15 01:20:30,Falling,
2023-12-15 04:00:00,Low,0.56
2023-12-15 07:21:00,Rising,
2023-12-15 10:42:00,High,2
2023-12-15 14:06:00,Falling,
2023-12-15 17:30:00,Low,0.28
2023-12-15 20:31:30,Rising,
2023-12-15 23:33:00,High,1.36
2023-12-16 02:13:00,Falling,
2023-12-16 04:53:00,Low,0.58
2023-12-16 08:11:30,Rising,
2023-12-16 11:30:00,High,1.97
2023-12-16 14:55:30,Falling,
2023-12-16 18:21:00,Low,0.29
2023-12-16 21:24:30,Rising,
2023-12-17 00:28:00,High,1.36
2023-12-17 03:08:30,Falling,
2023-12-17 05:49:00,Low,0.61
2023-12-17 09:05:30,Rising,
2023-12-17 12:22:00,High,1.91
2023-12-17 15:48:00,Falling,
2023-12-17 19:14:00,Low,0.32
2023-12-17 22:19:00,Rising,
2023-12-18 01:24:00,High,1.38
2023-12-18 04:06:00,Falling,
2023-12-18 06:48:00,Low,0.65
2023-12-18 10:01:30,Rising,
2023-12-18 13:15:00,High,1.82
2023-12-18 16:41:00,Falling,
2023-12-18 20:07:00,Low,0.35
2023-12-18 23:15:30,Rising,
2023-12-19 02:24:00,High,1.41
2023-12-19 05:08:30,Falling,
2023-12-19 07:53:00,Low,0.68
2023-12-19 11:03:00,Rising,
2023-12-19 14:13:00,High,1.71
2023-12-19 17:36:30,Falling,
2023-12-19 21:00:00,Low,0.39
2023-12-20 00:12:30,Rising,
2023-12-20 03:25:00,High,1.46
2023-12-20 06:14:30,Falling,
2023-12-20 09:04:00,Low,0.7
2023-12-20 12:09:30,Rising,
2023-12-20 15:15:00,High,1.59
2023-12-20 18:34:00,Falling,
2023-12-20 21:53:00,Low,0.42
2023-12-21 01:09:00,Rising,
2023-12-21 04:25:00,High,1.55
2023-12-21 07:22:30,Falling,
2023-12-21 10:20:00,Low,0.7
2023-12-21 13:21:30,Rising,
2023-12-21 16:23:00,High,1.48
2023-12-21 19:33:30,Falling,
2023-12-21 22:44:00,Low,0.46
2023-12-22 02:02:30,Rising,
2023-12-22 05:21:00,High,1.64
2023-12-22 08:29:30,Falling,
2023-12-22 11:38:00,Low,0.65
2023-12-22 14:34:00,Rising,
2023-12-22 17:30:00,High,1.4
2023-12-22 20:31:00,Falling,
2023-12-22 23:32:00,Low,0.49
2023-12-23 02:53:00,Rising,
2023-12-23 06:14:00,High,1.73
2023-12-23 09:31:30,Falling,
2023-12-23 12:49:00,Low,0.58
2023-12-23 15:41:30,Rising,
2023-12-23 18:34:00,High,1.34
2023-12-23 21:27:00,Falling,
2023-12-24 00:20:00,Low,0.52
2023-12-24 03:41:30,Rising,
2023-12-24 07:03:00,High,1.81
2023-12-24 10:26:00,Falling,
2023-12-24 13:49:00,Low,0.5
2023-12-24 16:41:30,Rising,
2023-12-24 19:34:00,High,1.31
2023-12-24 22:20:00,Falling,
2023-12-25 01:06:00,Low,0.55
2023-12-25 04:28:00,Rising,
2023-12-25 07:50:00,High,1.87
2023-12-25 11:15:00,Falling,
2023-12-25 14:40:00,Low,0.43
2023-12-25 17:34:30,Rising,
2023-12-25 20:29:00,High,1.3
2023-12-25 23:10:00,Falling,
2023-12-26 01:51:00,Low,0.57
2023-12-26 05:12:30,Rising,
2023-12-26 08:34:00,High,1.9
2023-12-26 11:59:30,Falling,
2023-12-26 15:25:00,Low,0.39
2023-12-26 18:21:00,Rising,
2023-12-26 21:17:00,High,1.3
2023-12-26 23:56:00,Falling,
2023-12-27 02:35:00,Low,0.59
2023-12-27 05:56:00,Rising,
2023-12-27 09:17:00,High,1.91
2023-12-27 12:41:30,Falling,
2023-12-27 16:06:00,Low,0.38
2023-12-27 19:04:00,Rising,
2023-12-27 22:02:00,High,1.3
2023-12-28 00:39:00,Falling,
2023-12-28 03:16:00,Low,0.61
2023-12-28 06:36:30,Rising,
2023-12-28 09:57:00,High,1.89
2023-12-28 13:21:00,Falling,
2023-12-28 16:45:00,Low,0.38
2023-12-28 19:44:30,Rising,
2023-12-28 22:44:00,High,1.3
2023-12-29 01:21:00,Falling,
2023-12-29 03:58:00,Low,0.63
2023-12-29 07:16:30,Rising,
2023-12-29 10:35:00,High,1.86
2023-12-29 13:58:00,Falling,
2023-12-29 17:21:00,Low,0.41
2023-12-29 20:21:30,Rising,
2023-12-29 23:22:00,High,1.3
2023-12-30 01:59:30,Falling,
2023-12-30 04:37:00,Low,0.66
2023-12-30 07:55:00,Rising,
2023-12-30 11:13:00,High,1.81
2023-12-30 14:35:30,Falling,
2023-12-30 17:58:00,Low,0.44
2023-12-30 20:59:30,Rising,
2023-12-31 00:01:00,High,1.3
2023-12-31 02:39:30,Falling,
2023-12-31 05:18:00,Low,0.69
2023-12-31 08:33:00,Rising,
2023-12-31 11:48:00,High,1.75
2023-12-31 15:10:30,Falling,
2023-12-31 18:33:00,Low,0.48
2023-12-31 18:33:00,Rising,
